dataset,datasetId,siteName,siteId,siteVisitName,siteVisitId,siteVisitStartDate,siteVisitEndDate,description
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0015,http://linked.data.gov.au/dataset/ausplots/site-waapil0015,20150906,http://linked.data.gov.au/dataset/ausplots/sv-57613,2015-09-06T17:42:59Z,2015-09-06T17:42:59Z,Hamersley Station. 45.4km south east of homestead. 18km north east of Tom Price
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0019,http://linked.data.gov.au/dataset/ausplots/site-waapil0019,20150909,http://linked.data.gov.au/dataset/ausplots/sv-57614,2015-09-09T15:56:03Z,2015-09-09T15:56:03Z,"Mulga Downs. 4.3km NEof Mulga Downs Outcamp.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0016,http://linked.data.gov.au/dataset/ausplots/site-waapil0016,20150907,http://linked.data.gov.au/dataset/ausplots/sv-57615,2015-09-07T14:17:32Z,2015-09-07T14:17:32Z,Karijini National Park. 24.5km south west of Ranger Station. 49.5km east south east of Tom Price
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0017,http://linked.data.gov.au/dataset/ausplots/site-waapil0017,20150908,http://linked.data.gov.au/dataset/ausplots/sv-57616,2015-09-08T14:11:04Z,2015-09-08T14:11:04Z,Mulga Downs. Wittennoom 38km NE.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0018,http://linked.data.gov.au/dataset/ausplots/site-waapil0018,20150908,http://linked.data.gov.au/dataset/ausplots/sv-57617,2015-09-08T17:47:53Z,2015-09-08T17:47:53Z,Mulga Downs. 1.3k  ESE of Mulga Downs outcamp.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0005,http://linked.data.gov.au/dataset/ausplots/site-waapil0005,20150831,http://linked.data.gov.au/dataset/ausplots/sv-57618,2015-08-31T10:26:48Z,2015-08-31T10:26:48Z,"Millstream Chichester National Park. 200m upstream of concrete crossing on water corporation pipeline road over Fortescue river, southern bank. 22.7 km north north east of Mt Flora. 75.4 km east north east of Pannawonica"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0001,http://linked.data.gov.au/dataset/ausplots/site-waapil0001,20150428,http://linked.data.gov.au/dataset/ausplots/sv-57619,2015-04-28T00:00:00Z,2015-04-28T00:00:00Z,Karijini NP. Tom Price 52.7km East
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0002,http://linked.data.gov.au/dataset/ausplots/site-waapil0002,20150430,http://linked.data.gov.au/dataset/ausplots/sv-57620,2015-04-30T18:18:48Z,2015-04-30T18:18:48Z,"Millstream Chichester National Park, adjacent to Water Corp facility. 97.2km south south east of Karratha"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0001,http://linked.data.gov.au/dataset/ausplots/site-qdassd0001,20150425,http://linked.data.gov.au/dataset/ausplots/sv-57621,2015-04-25T00:00:00Z,2015-04-25T00:00:00Z,Sand dune
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0002,http://linked.data.gov.au/dataset/ausplots/site-qdassd0002,20150416,http://linked.data.gov.au/dataset/ausplots/sv-57622,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,Mallee woodland
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0003,http://linked.data.gov.au/dataset/ausplots/site-qdassd0003,20150416,http://linked.data.gov.au/dataset/ausplots/sv-57623,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,Gidgee woodland
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0004,http://linked.data.gov.au/dataset/ausplots/site-qdassd0004,20150416,http://linked.data.gov.au/dataset/ausplots/sv-57624,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,Spinifex dune
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0005,http://linked.data.gov.au/dataset/ausplots/site-qdassd0005,20150426,http://linked.data.gov.au/dataset/ausplots/sv-57625,2015-04-26T00:00:00Z,2015-04-26T00:00:00Z,Gidgee woodland
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0006,http://linked.data.gov.au/dataset/ausplots/site-qdassd0006,20150418,http://linked.data.gov.au/dataset/ausplots/sv-57626,2015-04-18T00:00:00Z,2015-04-18T00:00:00Z,Spinifex dune
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0007,http://linked.data.gov.au/dataset/ausplots/site-qdassd0007,20150420,http://linked.data.gov.au/dataset/ausplots/sv-57627,2015-04-20T00:00:00Z,2015-04-20T00:00:00Z,Ethabuka Reserve. 39km west of Ethabuka homestead
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0008,http://linked.data.gov.au/dataset/ausplots/site-qdassd0008,20150420,http://linked.data.gov.au/dataset/ausplots/sv-57628,2015-04-20T00:00:00Z,2015-04-20T00:00:00Z,Spinifex dune
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0009,http://linked.data.gov.au/dataset/ausplots/site-qdassd0009,20150421,http://linked.data.gov.au/dataset/ausplots/sv-57629,2015-04-21T00:00:00Z,2015-04-21T00:00:00Z,Coolabah woodland
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0010,http://linked.data.gov.au/dataset/ausplots/site-qdassd0010,20150425,http://linked.data.gov.au/dataset/ausplots/sv-57630,2015-04-25T00:00:00Z,2015-04-25T00:00:00Z,"Eucalypt coolabah woodland
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0011,http://linked.data.gov.au/dataset/ausplots/site-qdassd0011,20150423,http://linked.data.gov.au/dataset/ausplots/sv-57631,2015-04-23T00:00:00Z,2015-04-23T00:00:00Z,Gidgee Swale
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0012,http://linked.data.gov.au/dataset/ausplots/site-qdassd0012,20150424,http://linked.data.gov.au/dataset/ausplots/sv-57632,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,lignum swamp
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0013,http://linked.data.gov.au/dataset/ausplots/site-qdassd0013,20150424,http://linked.data.gov.au/dataset/ausplots/sv-57633,2015-04-24T00:00:00Z,2015-04-24T00:00:00Z,Mulga
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0014,http://linked.data.gov.au/dataset/ausplots/site-qdassd0014,20150423,http://linked.data.gov.au/dataset/ausplots/sv-57634,2015-04-23T00:00:00Z,2015-04-23T00:00:00Z,Gidgee Woodland
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0015,http://linked.data.gov.au/dataset/ausplots/site-qdassd0015,20150425,http://linked.data.gov.au/dataset/ausplots/sv-57635,2015-04-25T00:00:00Z,2015-04-25T00:00:00Z,Cravens Peak Reserve. 56km north west of Carlo homestead
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSAMDD0015,http://linked.data.gov.au/dataset/ausplots/site-nsamdd0015,20140605,http://linked.data.gov.au/dataset/ausplots/sv-57636,2014-06-05T00:00:00Z,2014-06-05T00:00:00Z,Scotia Sanctuary on West Fire Trail about 2kms north of Adams Dam and 135kms northwest of Wentworth.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAEYB0001,http://linked.data.gov.au/dataset/ausplots/site-saaeyb0001,20151012,http://linked.data.gov.au/dataset/ausplots/sv-57637,2015-10-12T15:00:12Z,2015-10-12T15:00:12Z,Goose Island Conservation Park. 1.6 km north of Wardang Island settlement.12km north west of Port Victoria
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0008,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0008,20150426,http://linked.data.gov.au/dataset/ausplots/sv-57638,2015-04-26T08:29:02Z,2015-04-26T08:29:02Z,"Calperum Station. 4.5km east of homestead. 14.5 km north north east of Renmark
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSTNSS0001,http://linked.data.gov.au/dataset/ausplots/site-nstnss0001,20151118,http://linked.data.gov.au/dataset/ausplots/sv-57641,2015-11-18T12:04:14Z,2015-11-18T12:04:14Z,24km east north east of Capertee. 45km north east of Lithgow. April Mills Place.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSTSYB0009,http://linked.data.gov.au/dataset/ausplots/site-nstsyb0009,20151120,http://linked.data.gov.au/dataset/ausplots/sv-57649,2015-11-20T00:00:00Z,2015-11-20T00:00:00Z,"Mt Banks, Blue Mountains National Park. 11.3km south east of Bell. 15.7km north north east of Katoomba"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSTSYB0002,http://linked.data.gov.au/dataset/ausplots/site-nstsyb0002,20151112,http://linked.data.gov.au/dataset/ausplots/sv-58008,2015-11-12T11:50:49Z,2015-11-12T11:50:49Z,"Bowen Mountain, Blue Mountains National Park"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0001,http://linked.data.gov.au/dataset/ausplots/site-ntafin0001,20160304,http://linked.data.gov.au/dataset/ausplots/sv-58009,2016-03-04T00:00:00Z,2016-03-04T00:00:00Z,Owen Springs Reserve. 63 km South west of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0004,http://linked.data.gov.au/dataset/ausplots/site-ntafin0004,20160302,http://linked.data.gov.au/dataset/ausplots/sv-58010,2016-03-02T00:00:00Z,2016-03-02T00:00:00Z,"Top of James Range, Owen Springs Reserve . 73km South West of Alice Springs
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0005,http://linked.data.gov.au/dataset/ausplots/site-ntafin0005,20160306,http://linked.data.gov.au/dataset/ausplots/sv-58011,2016-03-06T00:00:00Z,2016-03-06T00:00:00Z,"Valley between hills of the James Range, Owen Springs reserve. 75 km South West of Alice Springs.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0006,http://linked.data.gov.au/dataset/ausplots/site-ntafin0006,20160306,http://linked.data.gov.au/dataset/ausplots/sv-58012,2016-03-06T00:00:00Z,2016-03-06T00:00:00Z,North of James Range. Owen Springs Reserve. 73km South West of Alice Springs.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0007,http://linked.data.gov.au/dataset/ausplots/site-ntafin0007,20160302,http://linked.data.gov.au/dataset/ausplots/sv-58013,2016-03-02T00:00:00Z,2016-03-02T00:00:00Z,Owen Springs Reserve. 52km South west of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0008,http://linked.data.gov.au/dataset/ausplots/site-ntafin0008,20160303,http://linked.data.gov.au/dataset/ausplots/sv-58014,2016-03-03T09:56:02Z,2016-03-03T09:56:02Z,"Western edge of Hugh River floodplain, north of Waterhouse Range, Owen Springs Reserve. 53km West south west of Alice Springs
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0009,http://linked.data.gov.au/dataset/ausplots/site-ntafin0009,20160306,http://linked.data.gov.au/dataset/ausplots/sv-58015,2016-03-06T00:00:00Z,2016-03-06T00:00:00Z,"North of James Range. Owen Springs Reserve. 68km South West of Alice Springs.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0010,http://linked.data.gov.au/dataset/ausplots/site-ntafin0010,20160307,http://linked.data.gov.au/dataset/ausplots/sv-58016,2016-03-07T00:00:00Z,2016-03-07T00:00:00Z,North of James Range. Owen Springs reserve.  70 km South West of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0003,http://linked.data.gov.au/dataset/ausplots/site-ntafin0003,20160304,http://linked.data.gov.au/dataset/ausplots/sv-58017,2016-03-04T00:00:00Z,2016-03-04T00:00:00Z,"Owen Springs Reserve. Main Channel of Hugh River 1km north of Redbank Waterhole. 60km South West of Alice Springs
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0002,http://linked.data.gov.au/dataset/ausplots/site-ntafin0002,20160305,http://linked.data.gov.au/dataset/ausplots/sv-58018,2016-03-05T00:00:00Z,2016-03-05T00:00:00Z,"Central Waterhouse range, Owen Springs Reserve. 50km West of Alice Springs."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0011,http://linked.data.gov.au/dataset/ausplots/site-ntafin0011,20160306,http://linked.data.gov.au/dataset/ausplots/sv-58019,2016-03-06T00:00:00Z,2016-03-06T00:00:00Z,"Owen Springs Reserve, north of James Range. 75 km South West of Alice Springs."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0012,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0012,20150430,http://linked.data.gov.au/dataset/ausplots/sv-58020,2015-04-30T12:32:00Z,2015-04-30T12:32:00Z,Calperum Station. 20kms northwest of Renmark.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0017,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0017,20141030,http://linked.data.gov.au/dataset/ausplots/sv-58021,2014-10-30T16:15:00Z,2014-10-30T16:15:00Z,"Calperum Station, 9.5km north of Homestead. 24.5km north north west of Renmark"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSABHC0012,http://linked.data.gov.au/dataset/ausplots/site-nsabhc0012,20160915,http://linked.data.gov.au/dataset/ausplots/sv-58022,2016-09-15T09:49:34Z,2016-09-15T09:49:34Z,"Fowlers Gap Research Station, 3.6km east north east of homestead. 100km north west of Broken Hill. 1.7km east of Silver City Highway"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAGES0001,http://linked.data.gov.au/dataset/ausplots/site-waages0001,20160830,http://linked.data.gov.au/dataset/ausplots/sv-58023,2016-08-30T11:35:46Z,2016-08-30T11:35:46Z,"Eurardy Reserve. Western boundary.15km west north west of homestead, 41.5km north east of Kalbarri."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAGES0002,http://linked.data.gov.au/dataset/ausplots/site-waages0002,20160830,http://linked.data.gov.au/dataset/ausplots/sv-58024,2016-08-30T19:14:08Z,2016-08-30T19:14:08Z,"Eurardy Reserve. 9km north west of station homestead, 49km north east of Kalbarri.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAGES0003,http://linked.data.gov.au/dataset/ausplots/site-waages0003,20160831,http://linked.data.gov.au/dataset/ausplots/sv-58025,2016-08-31T17:28:17Z,2016-08-31T17:28:17Z,"Eurardy Reserve. 4.7km south east of homestead, 52.3km north east of Kalbarri."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSABHC0009,http://linked.data.gov.au/dataset/ausplots/site-nsabhc0009,20160913,http://linked.data.gov.au/dataset/ausplots/sv-58026,2016-09-13T11:11:06Z,2016-09-13T11:11:06Z,"Fowlers Gap Research Station, 1km north west of homestead. 100km north north west of Broken Hill. 2.5km west of Silver City highway"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSABHC0028,http://linked.data.gov.au/dataset/ausplots/site-nsabhc0028,20160912,http://linked.data.gov.au/dataset/ausplots/sv-58027,2016-09-12T13:10:42Z,2016-09-12T13:10:42Z,Fowler's Gap Research Station. Mallee
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSABHC0029,http://linked.data.gov.au/dataset/ausplots/site-nsabhc0029,20160912,http://linked.data.gov.au/dataset/ausplots/sv-58028,2016-09-12T15:35:12Z,2016-09-12T15:35:12Z,Fowlers Gap Research Station.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAASWA0001,http://linked.data.gov.au/dataset/ausplots/site-waaswa0001,20160902,http://linked.data.gov.au/dataset/ausplots/sv-58029,2016-09-02T13:14:17Z,2016-09-02T13:14:17Z,"Lowlands Conservation Reserve. 1km south south east of Lowlands homestead, 7.4km west north west of Serpentine township."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAASWA0002,http://linked.data.gov.au/dataset/ausplots/site-waaswa0002,20160903,http://linked.data.gov.au/dataset/ausplots/sv-58030,2016-09-03T12:44:02Z,2016-09-03T12:44:02Z,"Lowlands Nature Reserve. 400m north east of Lowlands homestead, 7.3km north west of Serpentine township."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAASWA0003,http://linked.data.gov.au/dataset/ausplots/site-waaswa0003,20160904,http://linked.data.gov.au/dataset/ausplots/sv-58031,2016-09-04T11:23:05Z,2016-09-04T11:23:05Z,"Lowlands Nature Reserve. 1km east south east of Lowlands homestead, 6.7km north west of Serpentine township."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0020,http://linked.data.gov.au/dataset/ausplots/site-waapil0020,20160728,http://linked.data.gov.au/dataset/ausplots/sv-58032,2016-07-28T12:40:52Z,2016-07-28T12:40:52Z,"Millstream Chichester National Park, 5.6km east south east of Ranger Station. 101 km south south east of Karratha"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAFLB0003,http://linked.data.gov.au/dataset/ausplots/site-saaflb0003,20161025,http://linked.data.gov.au/dataset/ausplots/sv-58033,2016-10-25T12:56:20Z,2016-10-25T12:56:20Z,"Waite Conservation Reserve, 6.8 km south east of Adelaide CBD"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0021,http://linked.data.gov.au/dataset/ausplots/site-waapil0021,20160728,http://linked.data.gov.au/dataset/ausplots/sv-58034,2016-07-28T17:58:17Z,2016-07-28T17:58:17Z,Millstream-Chichester National Park. 4.9km south east of Ranger Station. 100km south south east of Karratha.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0022,http://linked.data.gov.au/dataset/ausplots/site-waapil0022,20160729,http://linked.data.gov.au/dataset/ausplots/sv-58035,2016-07-29T15:58:51Z,2016-07-29T15:58:51Z,"Millstream-Chichester National Park, 2.8km north east of ranger station. 97km south south east of Karratha."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0023,http://linked.data.gov.au/dataset/ausplots/site-waapil0023,20160731,http://linked.data.gov.au/dataset/ausplots/sv-58036,2016-07-31T11:46:57Z,2016-07-31T11:46:57Z,As previous
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAPCK0001,http://linked.data.gov.au/dataset/ausplots/site-ntapck0001,20160504,http://linked.data.gov.au/dataset/ausplots/sv-58037,2016-05-04T15:12:47Z,2016-05-04T15:12:47Z,"Kakadu National Park, 338m south east of Bowali visitors centre. 1.4km west of Jabiru"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAPCK0002,http://linked.data.gov.au/dataset/ausplots/site-ntapck0002,20160505,http://linked.data.gov.au/dataset/ausplots/sv-58038,2016-05-05T13:41:51Z,2016-05-05T13:41:51Z,"Kakadu National Park, 2.9km west of Baroalba homestead. 16.5km south south east of Jabiru"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTADAC0002,http://linked.data.gov.au/dataset/ausplots/site-ntadac0002,20160506,http://linked.data.gov.au/dataset/ausplots/sv-58039,2016-05-06T09:17:06Z,2016-05-06T09:17:06Z,"Kakadu National Park, 20km south of Kapalga homestead. 53.8km west south west of Jabiru."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0024,http://linked.data.gov.au/dataset/ausplots/site-waapil0024,20160801,http://linked.data.gov.au/dataset/ausplots/sv-58040,2016-08-01T10:12:44Z,2016-08-01T10:12:44Z,Fortescue Marsh Reserve. 36.6km ENE of Munjina Springs.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0027,http://linked.data.gov.au/dataset/ausplots/site-waapil0027,20160803,http://linked.data.gov.au/dataset/ausplots/sv-58041,2016-08-03T11:35:02Z,2016-08-03T11:35:02Z,20.7km WSW of Roy Hill HS. Roy Hill Station.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0028,http://linked.data.gov.au/dataset/ausplots/site-waapil0028,20160803,http://linked.data.gov.au/dataset/ausplots/sv-58042,2016-08-03T16:38:16Z,2016-08-03T16:38:16Z,Roy Hill. 13.9km WSW
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0025,http://linked.data.gov.au/dataset/ausplots/site-waapil0025,20160802,http://linked.data.gov.au/dataset/ausplots/sv-58043,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z,Fortescue Marsh Proposed Reserve.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0026,http://linked.data.gov.au/dataset/ausplots/site-waapil0026,20160802,http://linked.data.gov.au/dataset/ausplots/sv-58044,2016-08-02T15:57:28Z,2016-08-02T15:57:28Z,38.1 km from Roy Hill HS. Fortescue Marsches Reserve.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0029,http://linked.data.gov.au/dataset/ausplots/site-waapil0029,20160804,http://linked.data.gov.au/dataset/ausplots/sv-58045,2016-08-04T13:31:31Z,2016-08-04T13:31:31Z,Roy Hill Station. 6.2km SW of Roy Hill HS.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0001,http://linked.data.gov.au/dataset/ausplots/site-saariv0001,20160202,http://linked.data.gov.au/dataset/ausplots/sv-58046,2016-02-02T00:00:00Z,2016-02-02T00:00:00Z,done
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0002,http://linked.data.gov.au/dataset/ausplots/site-saariv0002,20160201,http://linked.data.gov.au/dataset/ausplots/sv-58047,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,"Woolnook Bend- Middle Site, Murtho Forrest Reserve. 9.9km north of Renmark"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0004,http://linked.data.gov.au/dataset/ausplots/site-saariv0004,20160201,http://linked.data.gov.au/dataset/ausplots/sv-58051,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,done
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0005,http://linked.data.gov.au/dataset/ausplots/site-saariv0005,20160203,http://linked.data.gov.au/dataset/ausplots/sv-58052,2016-02-03T14:38:00Z,2016-02-03T14:38:00Z,Moorook
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0006,http://linked.data.gov.au/dataset/ausplots/site-saariv0006,20160201,http://linked.data.gov.au/dataset/ausplots/sv-58053,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,Moorook Game Reserve. 2.6 km south west of Cobdogla.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0007,http://linked.data.gov.au/dataset/ausplots/site-saariv0007,20160204,http://linked.data.gov.au/dataset/ausplots/sv-58054,2016-02-04T00:00:00Z,2016-02-04T00:00:00Z,"Big Toolunka, 6 km north east of Waikerie."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0009,http://linked.data.gov.au/dataset/ausplots/site-saariv0009,20160203,http://linked.data.gov.au/dataset/ausplots/sv-58055,2016-02-03T00:00:00Z,2016-02-03T00:00:00Z,"Big Toolunka, 5.8km north west of Waikerie"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAARIV0008,http://linked.data.gov.au/dataset/ausplots/site-saariv0008,20160202,http://linked.data.gov.au/dataset/ausplots/sv-58056,2016-02-02T00:00:00Z,2016-02-02T00:00:00Z,"Big Toolunka, 6.1 km north east of Waikerie"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0030,http://linked.data.gov.au/dataset/ausplots/site-waapil0030,20160805,http://linked.data.gov.au/dataset/ausplots/sv-58057,2016-08-05T13:30:18Z,2016-08-05T13:30:18Z,"8.8km east south east of Newman, 10.9km west north west of Newman post office. 11.2km north west of Newman."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSTSYB0001,http://linked.data.gov.au/dataset/ausplots/site-nstsyb0001,20151111,http://linked.data.gov.au/dataset/ausplots/sv-58122,2015-11-11T12:11:06Z,2015-11-11T12:11:06Z,"Ku-Ring-Gai Chase National Park, 1.4km north east of entrance gate. 22.6km north north west of Sydney"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSTSYB0003,http://linked.data.gov.au/dataset/ausplots/site-nstsyb0003,20151114,http://linked.data.gov.au/dataset/ausplots/sv-58414,2015-11-14T11:47:52Z,2015-11-14T11:47:52Z,"Patterson Range Fire Trail, Blue mountains National Park. 4.8km south east of Bilpin.70.5km north west of Sydney"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0031,http://linked.data.gov.au/dataset/ausplots/site-waapil0031,20160806,http://linked.data.gov.au/dataset/ausplots/sv-58415,2016-08-06T01:30:00Z,2016-08-06T01:30:00Z,"North side of Giles Point Track at a point 8.4km south of great northern highway, 16km north east of Giles point. 53.1km north west of Newman."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0032,http://linked.data.gov.au/dataset/ausplots/site-waapil0032,20160806,http://linked.data.gov.au/dataset/ausplots/sv-58416,2016-08-06T15:46:00Z,2016-08-06T15:46:00Z,"East of Giles point track, 8.4km south of Great Northern Highway, 10.9km north east of Giles Point., 54km north west of Newman."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0033,http://linked.data.gov.au/dataset/ausplots/site-waapil0033,20160807,http://linked.data.gov.au/dataset/ausplots/sv-58417,2016-08-07T12:41:50Z,2016-08-07T12:41:50Z,"East side of Giles Point track. 100m off track at point 13.4km south of Great Northern Highway, 6.1km north east of Giles Point. 56.4km north west of Newman."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0034,http://linked.data.gov.au/dataset/ausplots/site-waapil0034,20160809,http://linked.data.gov.au/dataset/ausplots/sv-58418,2016-08-09T11:52:39Z,2016-08-09T11:52:39Z,"7.3km north north east of Innawally Pool on Jimblebar Creek, 12.3km north east of Wheelarra Hill. 50.2km east north east of Newman."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAPIL0035,http://linked.data.gov.au/dataset/ausplots/site-waapil0035,20160809,http://linked.data.gov.au/dataset/ausplots/sv-58419,2016-08-09T17:21:55Z,2016-08-09T17:21:55Z,"South side of Track, 3.6km east of Caramulla Creek on track to Newman from Jigalong via Jimblebar mine, 22.3km east of Wheelarra Hill. 62.8km east of Newman."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAGAS0001,http://linked.data.gov.au/dataset/ausplots/site-waagas0001,20160808,http://linked.data.gov.au/dataset/ausplots/sv-58420,2016-08-08T11:18:01Z,2016-08-08T11:18:01Z,"Jigalong Aboriginal Reserve.  North side of Track, 970m west of abandoned Jigalong Mission Road on track to Newman via Jimblebar mine. 31km west south west of Watch Point.. 100km east north east of Newman."
